#chromosome Enhancer	start Enhancer	end Enhancer	chromosome Enhancer bin	start Enhancer bin	end Enhancer bin	chromosome Promoter	start Promoter	end Promoter	gene name
10	75285000	75300000	10	75301000	75302000	10	75401016	75402015	MYOZ1
10	75290000	75305000	10	75303000	75304000	10	75401016	75402015	MYOZ1
10	75290000	75305000	10	75304000	75305000	10	75401016	75402015	MYOZ1
10	75290000	75305000	10	75305000	75306000	10	75401016	75402015	MYOZ1
10	75290000	75305000	10	75306000	75307000	10	75401016	75402015	MYOZ1
10	75305000	75320000	10	75306000	75307000	10	75401016	75402015	MYOZ1
10	75305000	75320000	10	75313000	75314000	10	75401016	75402015	MYOZ1
10	75305000	75320000	10	75315000	75316000	10	75503630	75504629	SEC24C
10	75310000	75325000	10	75315000	75316000	10	75503630	75504629	SEC24C
10	75310000	75325000	10	75316000	75317000	10	75503630	75504629	SEC24C
10	75330000	75345000	10	75346000	75347000	10	75350609	75351608	USP54
10	75330000	75345000	10	75336000	75337000	10	75401016	75402015	MYOZ1
10	75330000	75345000	10	75346000	75347000	10	75401016	75402015	MYOZ1
10	75640000	75655000	10	75647000	75648000	10	75757371	75758370	VCL
10	75640000	75655000	10	75648000	75649000	10	75757371	75758370	VCL
10	75640000	75655000	10	75654000	75655000	10	75757371	75758370	VCL
10	75640000	75655000	10	75655000	75656000	10	75757371	75758370	VCL
10	75640000	75655000	10	75656000	75657000	10	75757371	75758370	VCL
10	75640000	75655000	10	75647000	75648000	10	76870892	76871891	SAMD8
10	75640000	75655000	10	75643000	75644000	10	76868471	76869470	DUSP13
10	75890000	75905000	10	75905000	75906000	10	75910344	75911343	AP3M1
10	75890000	75905000	10	75906000	75907000	10	75910344	75911343	AP3M1
10	75890000	75905000	10	75904000	75905000	10	75910442	75911441	ADK
10	75890000	75905000	10	75905000	75906000	10	75910442	75911441	ADK
10	75890000	75905000	10	75906000	75907000	10	75910442	75911441	ADK
10	75895000	75910000	10	75903000	75904000	10	76870892	76871891	SAMD8
10	75895000	75910000	10	75904000	75905000	10	76870892	76871891	SAMD8
10	75895000	75910000	10	75910000	75911000	10	76870892	76871891	SAMD8
10	75895000	75910000	10	75911000	75912000	10	76870892	76871891	SAMD8
10	75895000	75910000	10	75904000	75905000	10	76868471	76869470	DUSP13
10	75895000	75910000	10	75911000	75912000	10	76868471	76869470	DUSP13
10	75930000	75945000	10	75936000	75937000	10	76870892	76871891	SAMD8
10	75930000	75945000	10	75937000	75938000	10	76870892	76871891	SAMD8
10	75930000	75945000	10	75938000	75939000	10	76868471	76869470	DUSP13
10	75930000	75945000	10	75936000	75937000	10	76969411	76970410	VDAC2
10	75930000	75945000	10	75937000	75938000	10	76969411	76970410	VDAC2
10	7595000	7610000	10	7599000	7600000	10	9337057	9338056	LOC101928272
10	7595000	7610000	10	7610000	7611000	10	9337057	9338056	LOC101928272
10	75980000	75995000	10	75990000	75991000	10	76870892	76871891	SAMD8
10	75980000	75995000	10	75989000	75990000	10	76868471	76869470	DUSP13
10	75980000	75995000	10	75990000	75991000	10	76969411	76970410	VDAC2
10	75980000	75995000	10	75994000	75995000	10	76969411	76970410	VDAC2
10	75980000	75995000	10	75995000	75996000	10	76969411	76970410	VDAC2
10	75985000	76000000	10	75995000	75996000	10	76969411	76970410	VDAC2
10	76000000	76015000	10	76013000	76014000	10	76870892	76871891	SAMD8
10	76000000	76015000	10	76014000	76015000	10	76870892	76871891	SAMD8
10	76000000	76015000	10	76015000	76016000	10	76870892	76871891	SAMD8
10	76000000	76015000	10	76016000	76017000	10	76870892	76871891	SAMD8
10	76000000	76015000	10	76005000	76006000	10	76868471	76869470	DUSP13
10	76000000	76015000	10	76010000	76011000	10	76868471	76869470	DUSP13
10	76000000	76015000	10	76015000	76016000	10	76868471	76869470	DUSP13
10	76000000	76015000	10	76002000	76003000	10	76995271	76996270	COMTD1
10	76000000	76015000	10	76006000	76007000	10	76995271	76996270	COMTD1
10	76000000	76015000	10	76007000	76008000	10	76995271	76996270	COMTD1
10	76000000	76015000	10	76008000	76009000	10	76995271	76996270	COMTD1
10	76000000	76015000	10	76013000	76014000	10	76995271	76996270	COMTD1
10	76005000	76020000	10	76013000	76014000	10	76870892	76871891	SAMD8
10	76005000	76020000	10	76014000	76015000	10	76870892	76871891	SAMD8
10	76005000	76020000	10	76015000	76016000	10	76870892	76871891	SAMD8
10	76005000	76020000	10	76016000	76017000	10	76870892	76871891	SAMD8
10	76005000	76020000	10	76010000	76011000	10	76868471	76869470	DUSP13
10	76005000	76020000	10	76015000	76016000	10	76868471	76869470	DUSP13
10	76005000	76020000	10	76020000	76021000	10	76868471	76869470	DUSP13
10	76005000	76020000	10	76021000	76022000	10	76868471	76869470	DUSP13
10	76005000	76020000	10	76006000	76007000	10	76969411	76970410	VDAC2
10	76005000	76020000	10	76007000	76008000	10	76969411	76970410	VDAC2
10	76005000	76020000	10	76013000	76014000	10	76969411	76970410	VDAC2
10	76005000	76020000	10	76014000	76015000	10	76969411	76970410	VDAC2
10	76005000	76020000	10	76015000	76016000	10	76969411	76970410	VDAC2
10	76010000	76025000	10	76014000	76015000	10	76870892	76871891	SAMD8
10	76010000	76025000	10	76015000	76016000	10	76870892	76871891	SAMD8
10	76010000	76025000	10	76016000	76017000	10	76870892	76871891	SAMD8
10	76010000	76025000	10	76026000	76027000	10	76870892	76871891	SAMD8
10	76010000	76025000	10	76015000	76016000	10	76868471	76869470	DUSP13
10	76010000	76025000	10	76020000	76021000	10	76868471	76869470	DUSP13
10	76010000	76025000	10	76021000	76022000	10	76868471	76869470	DUSP13
10	76010000	76025000	10	76022000	76023000	10	76868471	76869470	DUSP13
10	76010000	76025000	10	76023000	76024000	10	76868471	76869470	DUSP13
10	76010000	76025000	10	76024000	76025000	10	76868471	76869470	DUSP13
10	76010000	76025000	10	76025000	76026000	10	76868471	76869470	DUSP13
10	76010000	76025000	10	76026000	76027000	10	76868471	76869470	DUSP13
10	76345000	76360000	10	76351000	76352000	10	76585670	76586669	KAT6B
10	76345000	76360000	10	76352000	76353000	10	76585670	76586669	KAT6B
10	76345000	76360000	10	76353000	76354000	10	76585670	76586669	KAT6B
10	76345000	76360000	10	76354000	76355000	10	76585670	76586669	KAT6B
10	76345000	76360000	10	76353000	76354000	10	76870892	76871891	SAMD8
10	76345000	76360000	10	76354000	76355000	10	76870892	76871891	SAMD8
10	76345000	76360000	10	76361000	76362000	10	76870892	76871891	SAMD8
10	76345000	76360000	10	76353000	76354000	10	76868471	76869470	DUSP13
10	76345000	76360000	10	76359000	76360000	10	76868471	76869470	DUSP13
10	76880000	76895000	10	76887000	76888000	10	76969411	76970410	VDAC2
10	76880000	76895000	10	76888000	76889000	10	76969411	76970410	VDAC2
10	76880000	76895000	10	76889000	76890000	10	76969411	76970410	VDAC2
10	76880000	76895000	10	76890000	76891000	10	76969411	76970410	VDAC2
10	76880000	76895000	10	76894000	76895000	10	76969411	76970410	VDAC2
10	76880000	76895000	10	76887000	76888000	10	76995271	76996270	COMTD1
10	76880000	76895000	10	76888000	76889000	10	76995271	76996270	COMTD1
10	76880000	76895000	10	76889000	76890000	10	76995271	76996270	COMTD1
10	76880000	76895000	10	76890000	76891000	10	76995271	76996270	COMTD1
10	76880000	76895000	10	76891000	76892000	10	76995271	76996270	COMTD1
10	76880000	76895000	10	76892000	76893000	10	76995271	76996270	COMTD1
10	76880000	76895000	10	76893000	76894000	10	76995271	76996270	COMTD1
10	76945000	76960000	10	76961000	76962000	10	76969411	76970410	VDAC2
10	78875000	78890000	10	78877000	78878000	10	79397078	79398077	KCNMA1
10	78875000	78890000	10	78878000	78879000	10	79397078	79398077	KCNMA1
10	78875000	78890000	10	78879000	78880000	10	79397078	79398077	KCNMA1
10	78875000	78890000	10	78880000	78881000	10	79397078	79398077	KCNMA1
10	78910000	78925000	10	78918000	78919000	10	79397078	79398077	KCNMA1
10	78915000	78930000	10	78928000	78929000	10	79397078	79398077	KCNMA1
10	78925000	78940000	10	78928000	78929000	10	79397078	79398077	KCNMA1
10	78990000	79005000	10	78996000	78997000	10	79397078	79398077	KCNMA1
10	78990000	79005000	10	79001000	79002000	10	79397078	79398077	KCNMA1
10	78990000	79005000	10	79002000	79003000	10	79397078	79398077	KCNMA1
10	78990000	79005000	10	79003000	79004000	10	79397078	79398077	KCNMA1
10	78990000	79005000	10	79004000	79005000	10	79397078	79398077	KCNMA1
10	79000000	79015000	10	79012000	79013000	10	79397078	79398077	KCNMA1
10	79020000	79035000	10	79028000	79029000	10	79397078	79398077	KCNMA1
10	79035000	79050000	10	79043000	79044000	10	79397078	79398077	KCNMA1
10	79035000	79050000	10	79048000	79049000	10	79397078	79398077	KCNMA1
10	79040000	79055000	10	79043000	79044000	10	79397078	79398077	KCNMA1
10	79040000	79055000	10	79047000	79048000	10	79397078	79398077	KCNMA1
10	79040000	79055000	10	79048000	79049000	10	79397078	79398077	KCNMA1
10	79055000	79070000	10	79066000	79067000	10	79397078	79398077	KCNMA1
10	79055000	79070000	10	79067000	79068000	10	79397078	79398077	KCNMA1
10	79055000	79070000	10	79068000	79069000	10	79397078	79398077	KCNMA1
10	79055000	79070000	10	79069000	79070000	10	79397078	79398077	KCNMA1
10	79060000	79075000	10	79066000	79067000	10	79397078	79398077	KCNMA1
10	79060000	79075000	10	79067000	79068000	10	79397078	79398077	KCNMA1
10	79060000	79075000	10	79068000	79069000	10	79397078	79398077	KCNMA1
10	79060000	79075000	10	79069000	79070000	10	79397078	79398077	KCNMA1
10	79060000	79075000	10	79075000	79076000	10	79397078	79398077	KCNMA1
10	79065000	79080000	10	79066000	79067000	10	79397078	79398077	KCNMA1
10	79065000	79080000	10	79067000	79068000	10	79397078	79398077	KCNMA1
10	79065000	79080000	10	79068000	79069000	10	79397078	79398077	KCNMA1
10	79065000	79080000	10	79069000	79070000	10	79397078	79398077	KCNMA1
10	79065000	79080000	10	79075000	79076000	10	79397078	79398077	KCNMA1
10	79120000	79135000	10	79133000	79134000	10	79397078	79398077	KCNMA1
10	79120000	79135000	10	79134000	79135000	10	79397078	79398077	KCNMA1
10	79120000	79135000	10	79135000	79136000	10	79397078	79398077	KCNMA1
10	79125000	79140000	10	79133000	79134000	10	79397078	79398077	KCNMA1
10	79125000	79140000	10	79134000	79135000	10	79397078	79398077	KCNMA1
10	79125000	79140000	10	79135000	79136000	10	79397078	79398077	KCNMA1
10	79155000	79170000	10	79160000	79161000	10	79397078	79398077	KCNMA1
10	79155000	79170000	10	79161000	79162000	10	79397078	79398077	KCNMA1
10	79155000	79170000	10	79162000	79163000	10	79397078	79398077	KCNMA1
10	79155000	79170000	10	79163000	79164000	10	79397078	79398077	KCNMA1
10	79155000	79170000	10	79171000	79172000	10	79397078	79398077	KCNMA1
10	79160000	79175000	10	79161000	79162000	10	79397078	79398077	KCNMA1
10	79160000	79175000	10	79162000	79163000	10	79397078	79398077	KCNMA1
10	79160000	79175000	10	79163000	79164000	10	79397078	79398077	KCNMA1
10	79165000	79180000	10	79171000	79172000	10	79397078	79398077	KCNMA1
10	79165000	79180000	10	79177000	79178000	10	79397078	79398077	KCNMA1
10	79185000	79200000	10	79188000	79189000	10	79397078	79398077	KCNMA1
10	79185000	79200000	10	79189000	79190000	10	79397078	79398077	KCNMA1
10	79185000	79200000	10	79190000	79191000	10	79397078	79398077	KCNMA1
10	79185000	79200000	10	79191000	79192000	10	79397078	79398077	KCNMA1
10	79185000	79200000	10	79192000	79193000	10	79397078	79398077	KCNMA1
10	79185000	79200000	10	79193000	79194000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79240000	79241000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79241000	79242000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79242000	79243000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79243000	79244000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79247000	79248000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79248000	79249000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79249000	79250000	10	79397078	79398077	KCNMA1
10	79235000	79250000	10	79250000	79251000	10	79397078	79398077	KCNMA1
10	79240000	79255000	10	79255000	79256000	10	79397078	79398077	KCNMA1
10	79240000	79255000	10	79256000	79257000	10	79397078	79398077	KCNMA1
10	79245000	79260000	10	79255000	79256000	10	79397078	79398077	KCNMA1
10	79245000	79260000	10	79256000	79257000	10	79397078	79398077	KCNMA1
10	79245000	79260000	10	79257000	79258000	10	79397078	79398077	KCNMA1
10	79245000	79260000	10	79258000	79259000	10	79397078	79398077	KCNMA1
10	79245000	79260000	10	79259000	79260000	10	79397078	79398077	KCNMA1
10	79250000	79265000	10	79255000	79256000	10	79397078	79398077	KCNMA1
10	79250000	79265000	10	79256000	79257000	10	79397078	79398077	KCNMA1
10	79250000	79265000	10	79257000	79258000	10	79397078	79398077	KCNMA1
10	79250000	79265000	10	79258000	79259000	10	79397078	79398077	KCNMA1
10	79250000	79265000	10	79259000	79260000	10	79397078	79398077	KCNMA1
10	79255000	79270000	10	79256000	79257000	10	79397078	79398077	KCNMA1
10	79255000	79270000	10	79257000	79258000	10	79397078	79398077	KCNMA1
10	79255000	79270000	10	79258000	79259000	10	79397078	79398077	KCNMA1
10	79255000	79270000	10	79259000	79260000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79261000	79262000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79262000	79263000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79263000	79264000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79264000	79265000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79265000	79266000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79266000	79267000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79267000	79268000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79268000	79269000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79269000	79270000	10	79397078	79398077	KCNMA1
10	79260000	79275000	10	79270000	79271000	10	79397078	79398077	KCNMA1
10	79265000	79280000	10	79266000	79267000	10	79397078	79398077	KCNMA1
10	79265000	79280000	10	79267000	79268000	10	79397078	79398077	KCNMA1
10	79265000	79280000	10	79268000	79269000	10	79397078	79398077	KCNMA1
10	79265000	79280000	10	79269000	79270000	10	79397078	79398077	KCNMA1
10	79265000	79280000	10	79270000	79271000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79313000	79314000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79314000	79315000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79315000	79316000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79316000	79317000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79317000	79318000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79318000	79319000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79319000	79320000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79320000	79321000	10	79397078	79398077	KCNMA1
10	79305000	79320000	10	79321000	79322000	10	79397078	79398077	KCNMA1
10	79310000	79325000	10	79315000	79316000	10	79397078	79398077	KCNMA1
10	79310000	79325000	10	79316000	79317000	10	79397078	79398077	KCNMA1
10	79310000	79325000	10	79317000	79318000	10	79397078	79398077	KCNMA1
10	79310000	79325000	10	79318000	79319000	10	79397078	79398077	KCNMA1
10	79590000	79605000	10	79596000	79597000	10	79788799	79789798	POLR3A
10	79590000	79605000	10	79597000	79598000	10	79788799	79789798	POLR3A
10	79590000	79605000	10	79598000	79599000	10	79788799	79789798	POLR3A
10	79590000	79605000	10	79599000	79600000	10	79788799	79789798	POLR3A
10	79590000	79605000	10	79597000	79598000	10	79793017	79794016	RPS24
10	80055000	80070000	10	80063000	80064000	10	80826706	80827705	ZMIZ1-AS1
10	80055000	80070000	10	80064000	80065000	10	80826706	80827705	ZMIZ1-AS1
10	80055000	80070000	10	80064000	80065000	10	80828291	80829290	ZMIZ1
10	80055000	80070000	10	80065000	80066000	10	80828291	80829290	ZMIZ1
10	80210000	80225000	10	80216000	80217000	10	80826706	80827705	ZMIZ1-AS1
10	80210000	80225000	10	80220000	80221000	10	80826706	80827705	ZMIZ1-AS1
10	80210000	80225000	10	80221000	80222000	10	80826706	80827705	ZMIZ1-AS1
10	80210000	80225000	10	80222000	80223000	10	80826706	80827705	ZMIZ1-AS1
10	80210000	80225000	10	80223000	80224000	10	80826706	80827705	ZMIZ1-AS1
10	80210000	80225000	10	80224000	80225000	10	80826706	80827705	ZMIZ1-AS1
10	80210000	80225000	10	80220000	80221000	10	80828291	80829290	ZMIZ1
10	80235000	80250000	10	80242000	80243000	10	80826706	80827705	ZMIZ1-AS1
10	80235000	80250000	10	80246000	80247000	10	80826706	80827705	ZMIZ1-AS1
10	80235000	80250000	10	80247000	80248000	10	80826706	80827705	ZMIZ1-AS1
10	80235000	80250000	10	80248000	80249000	10	80826706	80827705	ZMIZ1-AS1
10	80235000	80250000	10	80242000	80243000	10	80828291	80829290	ZMIZ1
10	80235000	80250000	10	80243000	80244000	10	80828291	80829290	ZMIZ1
10	80235000	80250000	10	80244000	80245000	10	80828291	80829290	ZMIZ1
10	80235000	80250000	10	80245000	80246000	10	80828291	80829290	ZMIZ1
10	80235000	80250000	10	80246000	80247000	10	80828291	80829290	ZMIZ1
10	80235000	80250000	10	80247000	80248000	10	80828291	80829290	ZMIZ1
10	80235000	80250000	10	80248000	80249000	10	80828291	80829290	ZMIZ1
10	80240000	80255000	10	80242000	80243000	10	80826706	80827705	ZMIZ1-AS1
10	80240000	80255000	10	80246000	80247000	10	80826706	80827705	ZMIZ1-AS1
10	80240000	80255000	10	80247000	80248000	10	80826706	80827705	ZMIZ1-AS1
10	80240000	80255000	10	80248000	80249000	10	80826706	80827705	ZMIZ1-AS1
10	80240000	80255000	10	80242000	80243000	10	80828291	80829290	ZMIZ1
10	80240000	80255000	10	80243000	80244000	10	80828291	80829290	ZMIZ1
10	80240000	80255000	10	80244000	80245000	10	80828291	80829290	ZMIZ1
10	80240000	80255000	10	80245000	80246000	10	80828291	80829290	ZMIZ1
10	80240000	80255000	10	80246000	80247000	10	80828291	80829290	ZMIZ1
10	80240000	80255000	10	80247000	80248000	10	80828291	80829290	ZMIZ1
10	80240000	80255000	10	80248000	80249000	10	80828291	80829290	ZMIZ1
10	80255000	80270000	10	80265000	80266000	10	80826706	80827705	ZMIZ1-AS1
10	80255000	80270000	10	80265000	80266000	10	80828291	80829290	ZMIZ1
10	80280000	80295000	10	80286000	80287000	10	80826706	80827705	ZMIZ1-AS1
10	80280000	80295000	10	80287000	80288000	10	80826706	80827705	ZMIZ1-AS1
10	80280000	80295000	10	80288000	80289000	10	80826706	80827705	ZMIZ1-AS1
10	80280000	80295000	10	80289000	80290000	10	80826706	80827705	ZMIZ1-AS1
10	80280000	80295000	10	80289000	80290000	10	80828291	80829290	ZMIZ1
10	80280000	80295000	10	80290000	80291000	10	80828291	80829290	ZMIZ1
10	80300000	80315000	10	80308000	80309000	10	80826706	80827705	ZMIZ1-AS1
10	80300000	80315000	10	80309000	80310000	10	80826706	80827705	ZMIZ1-AS1
10	80300000	80315000	10	80310000	80311000	10	80826706	80827705	ZMIZ1-AS1
10	80300000	80315000	10	80304000	80305000	10	80828291	80829290	ZMIZ1
10	80300000	80315000	10	80310000	80311000	10	80828291	80829290	ZMIZ1
10	80300000	80315000	10	80311000	80312000	10	80828291	80829290	ZMIZ1
10	80300000	80315000	10	80312000	80313000	10	80828291	80829290	ZMIZ1
10	80400000	80415000	10	80401000	80402000	10	80826706	80827705	ZMIZ1-AS1
10	80400000	80415000	10	80410000	80411000	10	80826706	80827705	ZMIZ1-AS1
10	80400000	80415000	10	80401000	80402000	10	80828291	80829290	ZMIZ1
10	80400000	80415000	10	80406000	80407000	10	80828291	80829290	ZMIZ1
10	80400000	80415000	10	80407000	80408000	10	80828291	80829290	ZMIZ1
10	80400000	80415000	10	80408000	80409000	10	80828291	80829290	ZMIZ1
10	80400000	80415000	10	80409000	80410000	10	80828291	80829290	ZMIZ1
10	80400000	80415000	10	80410000	80411000	10	80828291	80829290	ZMIZ1
10	80400000	80415000	10	80415000	80416000	10	80828291	80829290	ZMIZ1
10	80725000	80740000	10	80734000	80735000	10	80826706	80827705	ZMIZ1-AS1
10	80725000	80740000	10	80734000	80735000	10	80828291	80829290	ZMIZ1
10	80725000	80740000	10	80733000	80734000	10	81106719	81107718	PPIF
10	80725000	80740000	10	80734000	80735000	10	81106719	81107718	PPIF
10	80725000	80740000	10	80735000	80736000	10	81106719	81107718	PPIF
10	81130000	81145000	10	81141000	81142000	10	81204884	81205883	ZCCHC24
10	81135000	81150000	10	81141000	81142000	10	81204884	81205883	ZCCHC24
10	81920000	81935000	10	81925000	81926000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81926000	81927000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81927000	81928000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81928000	81929000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81929000	81930000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81930000	81931000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81931000	81932000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81932000	81933000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81933000	81934000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81934000	81935000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81935000	81936000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81936000	81937000	10	81964934	81965933	ANXA11
10	81920000	81935000	10	81929000	81930000	10	81966965	81967964	LINC00857
10	81920000	81935000	10	81930000	81931000	10	81966965	81967964	LINC00857
10	81920000	81935000	10	81931000	81932000	10	81966965	81967964	LINC00857
10	81920000	81935000	10	81932000	81933000	10	81966965	81967964	LINC00857
10	81920000	81935000	10	81933000	81934000	10	81966965	81967964	LINC00857
10	81920000	81935000	10	81934000	81935000	10	81966965	81967964	LINC00857
10	81925000	81940000	10	81932000	81933000	10	81964934	81965933	ANXA11
10	81925000	81940000	10	81931000	81932000	10	81966965	81967964	LINC00857
10	81925000	81940000	10	81932000	81933000	10	81966965	81967964	LINC00857
10	865000	880000	10	871000	872000	10	977146	978145	LARP4B
10	865000	880000	10	872000	873000	10	977146	978145	LARP4B
10	865000	880000	10	871000	872000	10	978465	979464	LOC101927762
10	865000	880000	10	872000	873000	10	978465	979464	LOC101927762
10	88490000	88505000	10	88499000	88500000	10	88515895	88516894	BMPR1A
10	88490000	88505000	10	88500000	88501000	10	88515895	88516894	BMPR1A
10	88490000	88505000	10	88505000	88506000	10	88515895	88516894	BMPR1A
10	88490000	88505000	10	88506000	88507000	10	88515895	88516894	BMPR1A
10	885000	900000	10	895000	896000	10	1033848	1034847	GTPBP4
10	885000	900000	10	895000	896000	10	977146	978145	LARP4B
10	885000	900000	10	895000	896000	10	978465	979464	LOC101927762
10	885000	900000	10	896000	897000	10	978465	979464	LOC101927762
10	88695000	88710000	10	88699000	88700000	10	88854421	88855420	FAM35A
10	88695000	88710000	10	88700000	88701000	10	88854421	88855420	FAM35A
10	88695000	88710000	10	88704000	88705000	10	88854421	88855420	FAM35A
10	88695000	88710000	10	88699000	88700000	10	88854305	88855304	GLUD1
10	88695000	88710000	10	88700000	88701000	10	88854305	88855304	GLUD1
10	88695000	88710000	10	88704000	88705000	10	88854305	88855304	GLUD1
10	88740000	88755000	10	88753000	88754000	10	88854421	88855420	FAM35A
10	88740000	88755000	10	88753000	88754000	10	88854305	88855304	GLUD1
10	88745000	88760000	10	88753000	88754000	10	88854421	88855420	FAM35A
10	88745000	88760000	10	88754000	88755000	10	88854421	88855420	FAM35A
10	88745000	88760000	10	88753000	88754000	10	88854305	88855304	GLUD1
10	88745000	88760000	10	88754000	88755000	10	88854305	88855304	GLUD1
10	88760000	88775000	10	88767000	88768000	10	88854421	88855420	FAM35A
10	88760000	88775000	10	88768000	88769000	10	88854421	88855420	FAM35A
10	88760000	88775000	10	88767000	88768000	10	88854305	88855304	GLUD1
10	88760000	88775000	10	88768000	88769000	10	88854305	88855304	GLUD1
10	88805000	88820000	10	88814000	88815000	10	88854421	88855420	FAM35A
10	88815000	88830000	10	88820000	88821000	10	88854421	88855420	FAM35A
10	88815000	88830000	10	88821000	88822000	10	88854421	88855420	FAM35A
10	88815000	88830000	10	88822000	88823000	10	88854421	88855420	FAM35A
10	88815000	88830000	10	88820000	88821000	10	88854305	88855304	GLUD1
10	88815000	88830000	10	88821000	88822000	10	88854305	88855304	GLUD1
10	88815000	88830000	10	88822000	88823000	10	88854305	88855304	GLUD1
10	890000	905000	10	895000	896000	10	977146	978145	LARP4B
10	890000	905000	10	903000	904000	10	977146	978145	LARP4B
10	890000	905000	10	904000	905000	10	977146	978145	LARP4B
10	890000	905000	10	902000	903000	10	978465	979464	LOC101927762
10	890000	905000	10	903000	904000	10	978465	979464	LOC101927762
10	890000	905000	10	904000	905000	10	978465	979464	LOC101927762
10	895000	910000	10	902000	903000	10	1033848	1034847	GTPBP4
10	895000	910000	10	903000	904000	10	1033848	1034847	GTPBP4
10	895000	910000	10	904000	905000	10	1033848	1034847	GTPBP4
10	895000	910000	10	905000	906000	10	1033848	1034847	GTPBP4
10	895000	910000	10	903000	904000	10	977146	978145	LARP4B
10	895000	910000	10	904000	905000	10	977146	978145	LARP4B
10	895000	910000	10	902000	903000	10	978465	979464	LOC101927762
10	895000	910000	10	903000	904000	10	978465	979464	LOC101927762
10	895000	910000	10	904000	905000	10	978465	979464	LOC101927762
10	895000	910000	10	905000	906000	10	978465	979464	LOC101927762
10	90725000	90740000	10	90732000	90733000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90733000	90734000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90734000	90735000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90735000	90736000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90736000	90737000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90737000	90738000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90738000	90739000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90739000	90740000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90740000	90741000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90741000	90742000	10	90750655	90751654	ACTA2
10	90725000	90740000	10	90732000	90733000	10	90749815	90750814	FAS
10	90725000	90740000	10	90733000	90734000	10	90749815	90750814	FAS
10	90725000	90740000	10	90734000	90735000	10	90749815	90750814	FAS
10	90725000	90740000	10	90735000	90736000	10	90749815	90750814	FAS
10	90725000	90740000	10	90736000	90737000	10	90749815	90750814	FAS
10	90725000	90740000	10	90737000	90738000	10	90749815	90750814	FAS
10	90725000	90740000	10	90738000	90739000	10	90749815	90750814	FAS
10	90725000	90740000	10	90739000	90740000	10	90749815	90750814	FAS
10	90725000	90740000	10	90740000	90741000	10	90749815	90750814	FAS
10	90725000	90740000	10	90741000	90742000	10	90749815	90750814	FAS
10	90725000	90740000	10	90735000	90736000	10	90752233	90753232	FAS-AS1
10	90725000	90740000	10	90736000	90737000	10	90752233	90753232	FAS-AS1
10	90725000	90740000	10	90737000	90738000	10	90752233	90753232	FAS-AS1
10	90725000	90740000	10	90738000	90739000	10	90752233	90753232	FAS-AS1
10	90725000	90740000	10	90739000	90740000	10	90752233	90753232	FAS-AS1
10	90725000	90740000	10	90740000	90741000	10	90752233	90753232	FAS-AS1
10	90725000	90740000	10	90741000	90742000	10	90752233	90753232	FAS-AS1
10	91095000	91110000	10	91099000	91100000	10	91137312	91138311	IFIT1B
10	91095000	91110000	10	91100000	91101000	10	91137312	91138311	IFIT1B
