Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Gastritis	3/181	9.89060675672424E-4	0.004752785485287196	0	0	17.563571850975755	121.5180484136885	JUND;FOS;HIF1A
Primary Carcinoma	2/43	0.001014884135775059	0.0048650392430964595	0	0	48.62682926829268	335.18380172445745	SMAD4;PGR
Adrenocortical carcinoma	3/185	0.0010534725589437803	0.0050322466292561175	0	0	17.17408906882591	117.73977338646442	CTNNB1;MAPK1;PGR
Medullomyoblastoma	2/44	0.0010625047313416714	0.0050322466292561175	0	0	47.46666666666667	325.0102571568994	CDK6;CTNNB1
Melanotic medulloblastoma	2/44	0.0010625047313416714	0.0050322466292561175	0	0	47.46666666666667	325.0102571568994	CDK6;CTNNB1
Oral Submucous Fibrosis	2/44	0.0010625047313416714	0.0050322466292561175	0	0	47.46666666666667	325.0102571568994	SMAD2;HIF1A
Osteosclerosis	2/44	0.0010625047313416714	0.0050322466292561175	0	0	47.46666666666667	325.0102571568994	MAPK1;MAPK3
Astrocytoma	5/741	0.001072611381100024	0.005055865101843788	0	0	7.689418158567775	52.577619743540616	MAPK8;MAPK1;PGR;HIF1A;MAPK3
Depressive disorder	5/741	0.001072611381100024	0.005055865101843788	0	0	7.689418158567775	52.577619743540616	GSK3B;HDAC2;MAPK8;MAPK1;MAPK3
Craniofacial Abnormalities	3/187	0.0010866526997007997	0.00510985495692638	0	0	16.98569794050343	115.9214982351622	SMAD2;SMAD4;CTNNB1
Carcinoma, Spindle-Cell	3/188	0.0011034885654210486	0.005164431082243059	0	0	16.89302987197724	115.02934839149952	UBE2I;PGR;HIF1A
Familial Alzheimer Disease (FAD)	3/188	0.0011034885654210486	0.005164431082243059	0	0	16.89302987197724	115.02934839149952	GSK3B;SMAD4;FOS
Mammary adenocarcinoma	2/45	0.0011111839587462763	0.005175915845575226	0	0	46.36046511627907	315.3591457066678	PGR;HIF1A
Endometrial Stromal Sarcoma	2/45	0.0011111839587462763	0.005175915845575226	0	0	46.36046511627907	315.3591457066678	HDAC2;PGR
Malignant neoplasm of male breast	2/46	0.001160919646192999	0.005394861885249819	0	0	45.304545454545455	306.1927090143132	PGR;HIF1A
Hematopoietic Neoplasms	3/192	0.0011724854843877747	0.005435818853675716	0	0	16.53216374269006	111.56944690401058	CREBBP;CDK6;MAPK1
Carcinoma, Pancreatic Ductal	2/47	0.0012117096246851804	0.005578383470287252	0	0	44.29555555555555	297.4766814031406	SMAD4;HIF1A
Rhinovirus infection	2/47	0.0012117096246851804	0.005578383470287252	0	0	44.29555555555555	297.4766814031406	MAPK1;MAPK3
Muscular Atrophy	2/47	0.0012117096246851804	0.005578383470287252	0	0	44.29555555555555	297.4766814031406	GSK3B;CTNNB1
Disseminated Malignant Neoplasm	3/195	0.0012259869245403914	0.005630986455737844	0	0	16.27138157894737	109.08349028325718	SMAD2;GSK3B;SMAD4
Mental Retardation	6/1158	0.0012433153536449912	0.005674855142130028	0	0	6.128255208333333	40.99786675266553	SMAD4;CREBBP;CDK6;CTNNB1;MAPK1;FOS
Carcinoma, Papillary	3/196	0.0012441581147049632	0.005674855142130028	0	0	16.186255794927735	108.27465923376577	SMAD4;HDAC2;HIF1A
Spinal Muscular Atrophy	3/196	0.0012441581147049632	0.005674855142130028	0	0	16.186255794927735	108.27465923376577	NCOR2;HDAC2;MAPK1
Endogenous depression	2/49	0.0013164437942291545	0.005990729247932212	0	0	42.40638297872341	281.27395914374284	GSK3B;CREBBP
Erythroblastosis	2/50	0.001370383663162003	0.0061722770811545175	0	0	41.520833333333336	273.7329252658829	JUND;FOS
Turcot syndrome (disorder)	2/50	0.001370383663162003	0.0061722770811545175	0	0	41.520833333333336	273.7329252658829	CTNNB1;HIF1A
Atypical Ductal Breast Hyperplasia	2/50	0.001370383663162003	0.0061722770811545175	0	0	41.520833333333336	273.7329252658829	PGR;HIF1A
Clostridium; difficile (disorder)	2/50	0.001370383663162003	0.0061722770811545175	0	0	41.520833333333336	273.7329252658829	JUND;FOS
Hepatitis C	5/783	0.0013719643739882699	0.0061722770811545175	0	0	7.258430364433691	47.84402879053814	SMAD2;SMAD4;MAPK8;CTNNB1;MAPK1
Anaplastic carcinoma	3/204	0.0013956889789124613	0.00625477343504474	0	0	15.535742340926944	102.137673226115	UBE2I;PGR;HIF1A
Cholangiocarcinoma	4/455	0.0013966354860023952	0.00625477343504474	0	0	9.621581670362158	63.249287119117575	SMAD4;HDAC3;MAPK1;MAPK3
Squamous cell carcinoma of skin	3/205	0.001415409618671249	0.006324511305148681	0	0	15.458051068264721	101.41001365271087	SMAD4;CDK6;MAPK1
Metaplasia	2/51	0.0014253691779825303	0.006354636854436789	0	0	40.67142857142857	266.5330663196843	CTNNB1;PGR
Colorectal cancer metastatic	3/208	0.0014756249868215275	0.006560003176429496	0	0	15.229525032092425	99.27630366662376	SMAD4;MAPK1;HIF1A
Idiopathic crescentic glomerulonephritis	2/52	0.001481398185664585	0.006560003176429496	0	0	39.856	259.65262996111744	JUND;FOS
Desmoplastic Medulloblastoma	2/52	0.001481398185664585	0.006560003176429496	0	0	39.856	259.65262996111744	CDK6;CTNNB1
Glomerulonephritis	3/210	0.0015166523627972346	0.006686134858313702	0	0	15.080854309687261	97.89359200664423	JUND;MAPK1;FOS
Neurofibromatosis 1	3/210	0.0015166523627972346	0.006686134858313702	0	0	15.080854309687261	97.89359200664423	MAPK1;PGR;MAPK3
Turner Syndrome, Male	2/53	0.001538468535676127	0.006767205697016372	0	0	39.07254901960784	253.0716424387	MAPK1;MAPK3
HIV Infections	5/806	0.0015601696428090062	0.006847411210106195	0	0	7.041565689946391	45.50936244904876	NCOR2;JUND;MAPK1;FOS;HIF1A
Restenosis	3/215	0.0016223482903171822	0.007104518566244866	0	0	14.721449851042701	94.5688363583507	JUND;UBE2I;FOS
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site	3/216	0.0016440282574157637	0.0071554841102439565	0	0	14.651593773165308	93.92559193778936	MAPK8;MAPK1;HIF1A
Carcinoma	3/216	0.0016440282574157637	0.0071554841102439565	0	0	14.651593773165308	93.92559193778936	UBE2I;PGR;HIF1A
Mammary Neoplasms, Human	4/476	0.0016486168859122844	0.0071554841102439565	0	0	9.18361581920904	58.84694420244584	CTNNB1;PGR;FOS;HIF1A
Thyroid Neoplasm	4/476	0.0016486168859122844	0.0071554841102439565	0	0	9.18361581920904	58.84694420244584	SMAD4;CTNNB1;FOS;HIF1A
Fetal Alcohol Syndrome	2/55	0.0016557246776615132	0.0071554841102439565	0	0	37.594339622641506	240.73597386560573	MAPK8;MAPK1
Osteoporosis, Postmenopausal	2/55	0.0016557246776615132	0.0071554841102439565	0	0	37.594339622641506	240.73597386560573	HIF1A;MAPK3
Cardiomyopathies	4/480	0.0016999868209698142	0.007330729195230094	0	0	9.104575163398692	58.061102934553944	HDAC2;MAPK1;HIF1A;MAPK3
Nasal Polyps	3/219	0.0017101600548270674	0.007351224974902124	0	0	14.445906432748538	92.03730132459921	HDAC2;JUND;FOS
Holoprosencephaly	2/56	0.0017159061840151286	0.007351224974902124	0	0	36.8962962962963	234.94875028585096	SMAD2;GSK3B
Hyperandrogenism	2/56	0.0017159061840151286	0.007351224974902124	0	0	36.8962962962963	234.94875028585096	HDAC3;FOS
Dermatitis, Atopic	4/484	0.0017524673054682824	0.007486928591615087	0	0	9.026851851851852	57.29099682619495	SMAD2;MAPK8;JUND;FOS
Status Epilepticus	3/221	0.0017551635128697648	0.007486928591615087	0	0	14.311926605504587	90.81194018731782	GSK3B;JUND;FOS
Ameloblastoma	2/57	0.0017771204626455066	0.007547984760698657	0	0	36.223636363636366	229.39562954849325	CTNNB1;FOS
Atrophic	2/57	0.0017771204626455066	0.007547984760698657	0	0	36.223636363636366	229.39562954849325	GSK3B;MAPK3
Intestinal Cancer	2/58	0.0018393653781464217	0.0077457284047743775	0	0	35.575	224.06325588650645	SMAD4;CTNNB1
Carcinoma of Male Breast	2/58	0.0018393653781464217	0.0077457284047743775	0	0	35.575	224.06325588650645	PGR;HIF1A
Nerve Sheath Tumors	2/58	0.0018393653781464217	0.0077457284047743775	0	0	35.575	224.06325588650645	MAPK1;PGR
Congenital aneurysm of ascending aorta	2/58	0.0018393653781464217	0.0077457284047743775	0	0	35.575	224.06325588650645	SMAD2;SMAD4
Gastrointestinal Carcinoid Tumor	3/225	0.0018473881033586547	0.0077629606470922185	0	0	14.051209103840684	88.4380638309696	CTNNB1;FOS;MAPK3
Fibromatosis, Aggressive	2/59	0.0019026387993678797	0.007944422048100554	0	0	34.949122807017545	218.93925214748256	SMAD2;CTNNB1
Squamous cell carcinoma of mouth	2/59	0.0019026387993678797	0.007944422048100554	0	0	34.949122807017545	218.93925214748256	MAPK1;HIF1A
SVEINSSON CHORIORETINAL ATROPHY	2/59	0.0019026387993678797	0.007944422048100554	0	0	34.949122807017545	218.93925214748256	MAPK1;MAPK3
Ki-1+ Anaplastic Large Cell Lymphoma	3/228	0.0019185145249015745	0.007993810520423228	0	0	13.861754385964913	86.72196430853442	MAPK8;CDK6;MAPK3
Congenital chromosomal disease	4/497	0.0019308534988906312	0.00802828560065052	0	0	8.782961460446247	54.89169234072044	XRCC6;CDK6;XRCC5;FOS
Seminoma	3/229	0.0019425992170270159	0.008060154314345288	0	0	13.799720540288774	86.16170705015809	SMAD4;CDK6;PGR
Cavernous Hemangioma of Brain	2/60	0.001966938596934448	0.008144032974728585	0	0	34.3448275862069	214.01213271870947	MAPK1;MAPK3
Noonan Syndrome	2/61	0.00203226264523873	0.008396901096959189	0	0	33.76101694915254	209.27122545032168	MAPK1;MAPK3
Microcephaly	3/235	0.002091092174789183	0.008621935376218446	0	0	13.43874773139746	82.91799779061546	MAPK8;CDK6;CTNNB1
Bulbo-Spinal Atrophy, X-Linked	2/63	0.0021659750080163095	0.008875105063967242	0	0	32.65081967213115	200.30901302971847	CREBBP;HIF1A
Iron deficiency	2/63	0.0021659750080163095	0.008875105063967242	0	0	32.65081967213115	200.30901302971847	MAPK1;HIF1A
Lymphangioleiomyomatosis	2/63	0.0021659750080163095	0.008875105063967242	0	0	32.65081967213115	200.30901302971847	MAPK1;HIF1A
Malignant neoplasm of large intestine	4/516	0.0022138267945262264	0.009052397348218007	0	0	8.448784722222221	51.64769711050253	SMAD4;CREBBP;MAPK1;HIF1A
Unipolar Depression	4/517	0.0022294740986316995	0.009061312515051177	0	0	8.431882174572234	51.48498445769058	GSK3B;FOS;HIF1A;MAPK3
Adenocarcinoma, Endometrioid	2/64	0.0022343590859898346	0.009061312515051177	0	0	32.12258064516129	196.06983518944284	CTNNB1;PGR
Retinopathy of Prematurity	2/64	0.0022343590859898346	0.009061312515051177	0	0	32.12258064516129	196.06983518944284	UBE2I;HIF1A
Adult Medulloblastoma	2/64	0.0022343590859898346	0.009061312515051177	0	0	32.12258064516129	196.06983518944284	CDK6;CTNNB1
FRIEDREICH ATAXIA 1	2/65	0.0023037589431788717	0.009285559005669942	0	0	31.61111111111111	191.98101622282033	HDAC3;HIF1A
Mammary Ductal Carcinoma	2/65	0.0023037589431788717	0.009285559005669942	0	0	31.61111111111111	191.98101622282033	SMAD4;HIF1A
Melanocytic nevus of skin	2/65	0.0023037589431788717	0.009285559005669942	0	0	31.61111111111111	191.98101622282033	CREBBP;HIF1A
Hypertrophic disorder of skin, unspecified	2/66	0.002374172468896089	0.009530468752174342	0	0	31.115625	188.03503059735857	HDAC2;MAPK1
Skeletal dysplasia	2/66	0.002374172468896089	0.009530468752174342	0	0	31.115625	188.03503059735857	CREBBP;MAPK1
neurofibroma	2/67	0.0024455975557341574	0.009797272155324464	0	0	30.635384615384616	184.22483725138	MAPK1;PGR
Alveolar rhabdomyosarcoma	2/68	0.0025180320994553636	0.010059269466851295	0	0	30.169696969696968	180.54384163711242	MAPK8;MAPK1
Patent ductus arteriosus	3/251	0.002521183992957666	0.010059269466851295	0	0	12.561544991511036	75.15605844088137	GSK3B;SMAD4;CREBBP
Simple Partial Status Epilepticus	2/69	0.00259147399914311	0.010195540136071001	0	0	29.717910447761195	176.98586125065358	JUND;FOS
Grand Mal Status Epilepticus	2/69	0.00259147399914311	0.010195540136071001	0	0	29.717910447761195	176.98586125065358	JUND;FOS
Highly arched eyebrow	2/69	0.00259147399914311	0.010195540136071001	0	0	29.717910447761195	176.98586125065358	CREBBP;MAPK1
Status Epilepticus, Subclinical	2/69	0.00259147399914311	0.010195540136071001	0	0	29.717910447761195	176.98586125065358	JUND;FOS
Bowed and upward slanting eyebrows	2/69	0.00259147399914311	0.010195540136071001	0	0	29.717910447761195	176.98586125065358	CREBBP;MAPK1
Non-Convulsive Status Epilepticus	2/69	0.00259147399914311	0.010195540136071001	0	0	29.717910447761195	176.98586125065358	JUND;FOS
Complex Partial Status Epilepticus	2/69	0.00259147399914311	0.010195540136071001	0	0	29.717910447761195	176.98586125065358	JUND;FOS
Brain Injuries, Focal	2/70	0.0026659211559916535	0.010364884954980613	0	0	29.279411764705884	173.5450943005154	GSK3B;FOS
Injuries, Acute Brain	2/70	0.0026659211559916535	0.010364884954980613	0	0	29.279411764705884	173.5450943005154	GSK3B;FOS
Brain Injuries	2/70	0.0026659211559916535	0.010364884954980613	0	0	29.279411764705884	173.5450943005154	GSK3B;FOS
Brain Lacerations	2/70	0.0026659211559916535	0.010364884954980613	0	0	29.279411764705884	173.5450943005154	GSK3B;FOS
Neck Neoplasms	2/70	0.0026659211559916535	0.010364884954980613	0	0	29.279411764705884	173.5450943005154	MAPK1;MAPK3
Skin Neoplasms	3/256	0.002666005851711469	0.010364884954980613	0	0	12.31017266486374	72.96453365942634	SMAD2;CTNNB1;HIF1A
Metastatic Neoplasm	4/544	0.0026816235092387234	0.010405120689089348	0	0	7.99917695473251	47.36578952175431	SMAD4;MAPK1;HIF1A;MAPK3
Urothelial Carcinoma	3/257	0.0026955765483440385	0.0104387523195676	0	0	12.261085785329465	72.5383388632067	HDAC2;CREBBP;HIF1A
Splenic Marginal Zone B-Cell Lymphoma	2/71	0.002741371475892866	0.010574626298610177	0	0	28.8536231884058	170.21609113224113	CREBBP;CDK6
Neurofibromatoses	2/71	0.002741371475892866	0.010574626298610177	0	0	28.8536231884058	170.21609113224113	MAPK1;PGR
Lymphoma, T-Cell, Cutaneous	3/260	0.002785510057441584	0.010703078528107255	0	0	12.116117141101782	71.28304612974323	HDAC2;HDAC3;FOS
Malignant Pleural Mesothelioma	3/260	0.002785510057441584	0.010703078528107255	0	0	12.116117141101782	71.28304612974323	MAPK8;MAPK1;HIF1A
Benign melanocytic nevus	2/72	0.0028178228656184404	0.01080621390212897	0	0	28.44	166.99372823811356	CDK6;FOS
Endothelial dysfunction	3/262	0.0028464883961173497	0.010894989500642957	0	0	12.021337126600285	70.46510141101936	HDAC2;MAPK1;HIF1A
ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1	2/73	0.0028952732366765354	0.011038927881150884	0	0	28.038028169014083	163.87318444267802	CTNNB1;MAPK1
Urinary tract infection	2/73	0.0028952732366765354	0.011038927881150884	0	0	28.038028169014083	163.87318444267802	MAPK1;HIF1A
Refractory anemias	3/266	0.002970916631495668	0.01125114558091832	0	0	11.836101660996597	68.87291137947287	JUND;CDK6;FOS
Hereditary gingival fibromatosis	2/74	0.0029737205029060063	0.01125114558091832	0	0	27.647222222222222	160.8499191916803	MAPK8;MAPK1
Thick eyebrow	2/74	0.0029737205029060063	0.01125114558091832	0	0	27.647222222222222	160.8499191916803	SMAD4;CREBBP
Necrotizing enterocolitis in fetus OR newborn	2/74	0.0029737205029060063	0.01125114558091832	0	0	27.647222222222222	160.8499191916803	SMAD2;MAPK8
Angiogenic Switch	2/75	0.003053162581007562	0.011529629249502744	0	0	27.267123287671232	157.91965264488547	MAPK1;HIF1A
Granulomatosis with polyangiitis	2/76	0.003133597391756124	0.011765883742810542	0	0	26.897297297297296	155.0783474227624	CDK6;CTNNB1
Petit mal status	2/76	0.003133597391756124	0.011765883742810542	0	0	26.897297297297296	155.0783474227624	JUND;FOS
Primary infection NOS	2/76	0.003133597391756124	0.011765883742810542	0	0	26.897297297297296	155.0783474227624	MAPK8;MAPK1
aggressive cancer	2/77	0.0032150228568515217	0.01204870994740371	0	0	26.537333333333333	152.3221918917233	XRCC5;HIF1A
Diffuse Large B-Cell Lymphoma	4/575	0.0032747931308810103	0.0122494629422159	0	0	7.552831290134267	43.21352859229037	XRCC6;CREBBP;HDAC3;HIF1A
Giant Cell Glioblastoma	2/78	0.0032974369030788577	0.012310846660833165	0	0	26.186842105263157	149.64758474395342	CDK6;HIF1A
Dwarfism	3/277	0.003330304390301264	0.012410096548764144	0	0	11.354590856703803	64.77443874862678	SMAD4;CDK6;MAPK1
Gliosis	2/79	0.003380837459685028	0.012574677933856743	0	0	25.845454545454544	147.05112086949833	MAPK1;MAPK3
Pheochromocytoma	3/280	0.0034327575391187542	0.012743789736390112	0	0	11.229906897206916	63.72288704767485	SMAD2;CREBBP;HIF1A
Extrahepatic Cholangiocarcinoma	2/80	0.003465222458352275	0.012816131751396523	0	0	25.512820512820515	144.5295783236449	SMAD4;MAPK1
Paroxysmal kinesigenic choreoathetosis	2/80	0.003465222458352275	0.012816131751396523	0	0	25.512820512820515	144.5295783236449	JUND;MAPK1
Anaplasia	3/283	0.0035371355889207835	0.013057650071249621	0	0	11.107894736842105	62.697823541982174	SMAD2;MAPK1;HIF1A
Vascular lesions	2/81	0.003550589833371784	0.013058500783816152	0	0	25.18860759493671	142.07990631084704	SMAD4;HIF1A
Acute myelomonocytic leukemia	2/81	0.003550589833371784	0.013058500783816152	0	0	25.18860759493671	142.07990631084704	CREBBP;MAPK1
Influenza	4/589	0.003570083174143851	0.01310578860396674	0	0	7.3667616334283	41.51292752582045	MAPK8;JUND;MAPK1;FOS
Hodgkin Disease	4/592	0.0036356563903718613	0.01330176223944769	0	0	7.328042328042328	41.16136173959886	NCOR2;FOS;HIF1A;MAPK3
Malignant neoplasm of tongue	2/82	0.0036369375236970903	0.01330176223944769	0	0	24.8725	139.69921408293405	FOS;HIF1A
Lymphoma, Large-Cell, Follicular	2/83	0.003724263469993397	0.013520993296391467	0	0	24.5641975308642	137.38476071819665	CREBBP;MAPK1
Van der Woude syndrome	2/83	0.003724263469993397	0.013520993296391467	0	0	24.5641975308642	137.38476071819665	MAPK1;FOS
bone destruction	2/83	0.003724263469993397	0.013520993296391467	0	0	24.5641975308642	137.38476071819665	MAPK8;HIF1A
Paraganglioma	2/83	0.003724263469993397	0.013520993296391467	0	0	24.5641975308642	137.38476071819665	PGR;HIF1A
Retrusion of upper jaw bones	2/84	0.0038125656163165316	0.013690576531318454	0	0	24.26341463414634	135.13394563762242	SMAD4;CREBBP
Hypoplasia of the maxilla	2/84	0.0038125656163165316	0.013690576531318454	0	0	24.26341463414634	135.13394563762242	SMAD4;CREBBP
Hypotrophic maxilla	2/84	0.0038125656163165316	0.013690576531318454	0	0	24.26341463414634	135.13394563762242	SMAD4;CREBBP
Maxillary retrognathia	2/84	0.0038125656163165316	0.013690576531318454	0	0	24.26341463414634	135.13394563762242	SMAD4;CREBBP
Decreased projection of maxilla	2/84	0.0038125656163165316	0.013690576531318454	0	0	24.26341463414634	135.13394563762242	SMAD4;CREBBP
Deficiency of upper jaw bones	2/84	0.0038125656163165316	0.013690576531318454	0	0	24.26341463414634	135.13394563762242	SMAD4;CREBBP
Severe Acute Respiratory Syndrome	2/85	0.0039018419094564607	0.013985730982171525	0	0	23.96987951807229	132.94429984239056	UBE2I;MAPK1
Congenital Abnormality	4/607	0.003975954289286191	0.01422556108938447	0	0	7.140224801916344	39.467524667007844	SMAD4;CTNNB1;PGR;MAPK3
Pituitary Neoplasms	3/296	0.004011968276584302	0.014328458130658221	0	0	10.608047422310042	58.54022663537103	MAPK8;MAPK1;HIF1A
Adrenal Gland Neoplasms	2/87	0.0040833087396631345	0.014530693262765208	0	0	23.403529411764705	128.7392498510691	SMAD2;CTNNB1
Nevus	2/87	0.0040833087396631345	0.014530693262765208	0	0	23.403529411764705	128.7392498510691	CDK6;FOS
Adenocarcinoma Of Esophagus	3/299	0.004126807837997613	0.014659074604397995	0	0	10.498933143669985	57.64177915107378	SMAD4;MAPK1;PGR
Spina Bifida	2/88	0.004175495185413075	0.014805391366590348	0	0	23.130232558139536	126.71949534645874	JUND;FOS
Myocardial Diseases, Secondary	2/89	0.004268647595016652	0.015081536672912142	0	0	22.863218390804597	124.75219602446865	MAPK1;MAPK3
Cerebral Palsy	2/89	0.004268647595016652	0.015081536672912142	0	0	22.863218390804597	124.75219602446865	CTNNB1;PGR
Adenovirus Infections	2/90	0.004362763930827339	0.015379818215834229	0	0	22.602272727272727	122.83543002652111	CREBBP;HIF1A
Mental and motor retardation	5/1021	0.004368647098269875	0.015379818215834229	0	0	5.489231125521075	29.824649938434966	SMAD4;CREBBP;CDK6;CTNNB1;MAPK1
Cardiomyopathies, Primary	2/92	0.004553880244907289	0.015974979544745818	0	0	22.09777777777778	119.14625922138045	MAPK1;MAPK3
Adrenal Cortical Adenoma	2/92	0.004553880244907289	0.015974979544745818	0	0	22.09777777777778	119.14625922138045	CTNNB1;PGR
Kidney Failure, Acute	3/310	0.004565053298370468	0.0159857806104285	0	0	10.117092405280301	54.52429993323718	GSK3B;HDAC3;HIF1A
Celiac Disease	3/312	0.004647659936569874	0.01622876398757361	0	0	10.050587634133878	53.985640239199725	KAT5;CTNNB1;HIF1A
Childhood Medulloblastoma	2/93	0.00465087616048945	0.01622876398757361	0	0	21.853846153846153	117.37044401027833	CDK6;CTNNB1
Rheumatism	2/95	0.004847733378279495	0.01688584377795768	0	0	21.381720430107528	113.94840590959562	XRCC6;MAPK1
Hepatitis	3/317	0.004858155250703025	0.016892353204469142	0	0	9.888032182366745	52.67450154328527	GSK3B;CTNNB1;HIF1A
Steroid Sulfatase Deficiency Disease	2/96	0.004947590636398427	0.017083027109942122	0	0	21.153191489361703	112.29921711841662	MAPK8;HIF1A
Idiopathic pulmonary hypertension	2/96	0.004947590636398427	0.017083027109942122	0	0	21.153191489361703	112.29921711841662	HIF1A;MAPK3
Werner Syndrome	2/96	0.004947590636398427	0.017083027109942122	0	0	21.153191489361703	112.29921711841662	CREBBP;MAPK1
Aortic Aneurysm	2/96	0.004947590636398427	0.017083027109942122	0	0	21.153191489361703	112.29921711841662	SMAD2;SMAD4
Gastrointestinal Stromal Tumors	3/323	0.005118305749838187	0.017641629766021676	0	0	9.69967105263158	51.16510331346314	CDK6;MAPK1;HIF1A
High density lipoprotein measurement	3/324	0.00516247071327274	0.017731964623849846	0	0	9.668962124938515	50.920041935988046	GSK3B;SMAD4;PGR
T-Cell Lymphoma	3/324	0.00516247071327274	0.017731964623849846	0	0	9.668962124938515	50.920041935988046	CDK6;CTNNB1;HIF1A
Ischemia of kidney	2/99	0.005252852807148348	0.01801108384395484	0	0	20.495876288659794	107.58252584688383	MAPK1;HIF1A
Childhood Neuroblastoma	2/100	0.005356496957732583	0.01833462996797548	0	0	20.285714285714285	106.08302856731788	MAPK1;HIF1A
Secondary malignant neoplasm of bone	3/330	0.005432332455644339	0.018562035639961193	0	0	9.488652824722356	49.48699362364508	SMAD4;MAPK1;HIF1A
Heart Decompensation	2/102	0.005566608358088013	0.01885772128168752	0	0	19.878	103.18608820015623	GSK3B;HIF1A
Hypertrophy of lower jaw	2/102	0.005566608358088013	0.01885772128168752	0	0	19.878	103.18608820015623	SMAD4;FOS
Intervertebral Disc Degeneration	2/102	0.005566608358088013	0.01885772128168752	0	0	19.878	103.18608820015623	CTNNB1;MAPK1
mandibular excess (physical finding)	2/102	0.005566608358088013	0.01885772128168752	0	0	19.878	103.18608820015623	SMAD4;FOS
Mandibular hyperplasia	2/102	0.005566608358088013	0.01885772128168752	0	0	19.878	103.18608820015623	SMAD4;FOS
Graves Disease	3/335	0.005663635825425515	0.019119993894194116	0	0	9.343373493975903	48.339710733712614	HDAC2;CREBBP;HIF1A
Severe Sepsis	2/103	0.005673071606074811	0.019119993894194116	0	0	19.68019801980198	101.78646786734524	MAPK1;MAPK3
Ichthyosis, X-Linked	2/103	0.005673071606074811	0.019119993894194116	0	0	19.68019801980198	101.78646786734524	MAPK8;HIF1A
Mood Disorders	3/336	0.005710600854411377	0.01921369112003828	0	0	9.31484115694642	48.11516957403314	GSK3B;HDAC2;HIF1A
Enterovirus Infections	2/104	0.0057804705554863455	0.019349880249297513	0	0	19.48627450980392	100.41803751878932	MAPK1;MAPK3
Increased size of the mandible	2/104	0.0057804705554863455	0.019349880249297513	0	0	19.48627450980392	100.41803751878932	SMAD4;FOS
Acquired flat foot	2/104	0.0057804705554863455	0.019349880249297513	0	0	19.48627450980392	100.41803751878932	CREBBP;MAPK1
Leukoencephalopathy, Progressive Multifocal	2/105	0.005888803212265024	0.019546867805417516	0	0	19.296116504854368	99.07981749824071	KAT5;HIF1A
M5b Acute differentiated monocytic leukemia	2/105	0.005888803212265024	0.019546867805417516	0	0	19.296116504854368	99.07981749824071	CREBBP;MAPK3
Biliary Atresia	2/105	0.005888803212265024	0.019546867805417516	0	0	19.296116504854368	99.07981749824071	MAPK1;HIF1A
Mixed Salivary Gland Tumor	2/105	0.005888803212265024	0.019546867805417516	0	0	19.296116504854368	99.07981749824071	CTNNB1;HIF1A
Pick Disease of the Brain	2/105	0.005888803212265024	0.019546867805417516	0	0	19.296116504854368	99.07981749824071	GSK3B;MAPK3
Heart Failure, Right-Sided	2/106	0.005998067585202097	0.01980967137253201	0	0	19.109615384615385	97.770867842282	GSK3B;HIF1A
Teratocarcinoma	2/106	0.005998067585202097	0.01980967137253201	0	0	19.109615384615385	97.770867842282	HDAC2;MAPK1
Atrial Premature Complexes	2/106	0.005998067585202097	0.01980967137253201	0	0	19.109615384615385	97.770867842282	HDAC2;CTNNB1
Alcohol abuse	2/107	0.0061082616847449875	0.02010636137895225	0	0	18.926666666666666	96.49028631861954	SMAD2;HDAC2
Microstomia	2/107	0.0061082616847449875	0.02010636137895225	0	0	18.926666666666666	96.49028631861954	SMAD4;CREBBP
Flatfoot	2/108	0.0062193835276940865	0.020281854706956502	0	0	18.747169811320756	95.23720656075557	CREBBP;MAPK1
Leukemia, Myelomonocytic, Chronic	2/108	0.0062193835276940865	0.020281854706956502	0	0	18.747169811320756	95.23720656075557	CREBBP;MAPK1
Myocardial Failure	2/108	0.0062193835276940865	0.020281854706956502	0	0	18.747169811320756	95.23720656075557	GSK3B;HIF1A
Class III malocclusion	2/108	0.0062193835276940865	0.020281854706956502	0	0	18.747169811320756	95.23720656075557	SMAD4;FOS
Refractory Hodgkin Lymphoma	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	MAPK1
Anoxia-Ischemia, Brain	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	HIF1A
Anoxia-Ischemia, Cerebral	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	HIF1A
Exercise-induced angina	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	HIF1A
Fetal hydantoin syndrome	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	CREBBP
Secondary Peritonitis	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	GSK3B
Gastritis, Hypertrophic	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	SMAD4
Small intestine carcinoma	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	CTNNB1
Stiff skin	1/6	0.006582617147928667	0.020281854706956502	0	0	190.21904761904761	955.5316921910462	SMAD4
